Frase,Autor,Cat1,Cat2,Cat3,Cat4
"Creo que no es posible vivir sin ideal, ni religión ni sensación de porvenir. Los hospitales estarían llenos de locos.",Arthur Miller (1915-2005) Dramaturgo estadounidense.,SENTIMIENTOS,DOLOR,,
La felicidad es una estación de parada en el camino entre lo demasiado y lo muy poco.,Channing Pollock (1880-1946) Dramaturgo estadounidense.,PENSAMIENTO Y RAZÓN,DESEO,,
Nuestro ánimo se inclina a confiar en aquellos a quienes no conocemos por esta razón: porque todavía no nos han traicionado.,Samuel Johnson (1709-1784) Escritor inglés.,SENTIMIENTOS,AMOR,CORAZÓN,
No anticipéis las tribulaciones ni temáis lo que seguramente no os puede suceder. Vivid siempre en un ambiente de optimismo.,Benjamin Franklin (1706-1790) Estadista y científico estadounidense.,SENTIMIENTOS,AMOR,AMORES,
"Cuando hables, procura que tus palabras sean mejores que el silencio.",Proverbio hindú,SENTIMIENTOS,AMISTAD,,
"Quien de verdad sabe de qué habla, no encuentra razones para levantar la voz.","Leonardo Da Vinci (1452-1519) Pintor, escultor e inventor italiano.",MISCELÁNEA,ESPERA,,
No quiero pensar porque no quiero que el dolor del corazón se una al dolor del pensamiento.,Emilio Castelar (1832-1899) Político español.,SENTIMIENTOS,FELICIDAD,,
"Vivir sus deseos, agotarlos en la vida, es el destino de toda existencia.",Henry Miller (1891-1980) Escritor estadounidense.,SENTIMIENTOS,DOLOR,,
"Mientras que el corazón tiene deseo, la imaginación conserva ilusiones.",René de Chateaubriand (1768-1848) Diplomático y escritor francés.,SOCIEDAD,TRABAJO,,
"Los amores mueren de hastío, y el olvido los entierra.",Jean de la Bruyere (1645-1696) Escritor francés.,NATURALEZA,VIDA,,
"Cuando un amigo nos pide algo, la palabra ""mañana"" no existe.",George Herbert (1593-1633) Poeta religioso inglés.,PENSAMIENTO Y RAZÓN,PENSAMIENTO,,
¿Sufre más aquél que espera siempre que aquél que nunca esperó a nadie?.,Pablo Neruda (1904-1973) Poeta chileno.,SOCIEDAD,RELIGIÓN,DIOS,
Carecer de algunas de las cosas que uno desea es condición indispensable de la felicidad.,"Bertrand Russell (1872-1970) Filósofo, matemático y escritor británico..",SOCIEDAD,EDUCACIÓN,APRENDER,
No te rías nunca de las lágrimas de un niño. Todos los dolores son iguales.,"Charles Van Lerberghe (1861-1907) Poeta, escritor de cuentos y dramaturgo belga.",SOCIEDAD,LIBERTAD,,
No puedo parar de trabajar. Tendré toda la eternidad para descansar.,Madre Teresa de Calcuta (1910-1997) Misionera de origen albanés naturalizada india,SENTIMIENTOS,ESPERANZA,,
La vida no es sino una continua sucesión de oportunidades para sobrevivir.,Gabriel García Márquez (1927-2014) Escritor colombiano.,SOCIEDAD,FAMILIA,HIJOS,
"El trabajo del pensamiento se parece a la perforación de un pozo: el agua es turbia al principio, mas luego se clarifica.",Proverbio chino,SENTIMIENTOS,AMOR,AMAR,
No pidáis a Dios que os de una carga apta para vuestros hombros; pedidle unos hombros aptos para soportar vuestras cargas.,Phillips Brooks (1835-1893) Clérigo episcopal americano.,SOCIEDAD,MATRIMONIO,,
Lo más importante que aprendí a hacer después de los cuarenta años fue a decir no cuando es no.,Gabriel García Márquez (1927-2014) Escritor colombiano.,SENTIMIENTOS,AMOR,,
La libertad es un lujo que no todos pueden permitirse.,Otto von Bismark (1815-1898) Político alemán.,PENSAMIENTO Y RAZÓN,MENTIRAS,,
"La esperanza hace que agite el naufrago sus brazos en medio de las aguas, aún cuando no vea tierra por ningún lado.",Ovidio (43 AC-17) Poeta latino.,CUALIDADES,AMABILIDAD,,
Estos son malos tiempos. Los hijos han dejado de obedecer a sus padres y todo el mundo escribe libros.,"Cicerón (106 AC-43 AC) Escritor, orador y político romano.",SENTIMIENTOS,AMISTAD,AMIGOS,
El que puede prescindir del ser amado puede prescindir de todo.,André Maurois (1885-1967) Novelista y ensayista francés.,SENTIMIENTOS,FELICIDAD,,
"El matrimonio es una barca que lleva a dos personas por un mar tormentoso; si uno de los dos hace algún movimiento brusco, la barca se hunde.",Leon Tolstoi (1828-1910) Escritor ruso.,PENSAMIENTO Y RAZÓN,VERDAD,,
"El amor es una bellísima flor, pero hay que tener el coraje de ir a recogerla al borde de un precipicio.",Stendhal (1783-1842) Escritor francés.,SOCIEDAD,TRABAJO,,
De vez en cuando di la verdad para que te crean cuando mientes.,Jules Renard (1864-1910) Escritor y dramaturgo francés.,SOCIEDAD,EDUCACIÓN,APRENDER,
Algunas personas son amables sólo porque no se atreven a ser de otra forma.,William Faulkner (1897-1962) Escritor estadounidense.,MISCELÁNEA,CURIOSIDAD,,
"Algunos creen que para ser amigos basta con querer, como si para estar sano bastara con desear la salud.",Aristóteles (384 AC-322 AC) Filósofo griego.,SOCIEDAD,EDUCACIÓN,,
"La puerta de la felicidad se abre hacia dentro, hay que retirarse un poco para abrirla: si uno la empuja, la cierra cada vez más.",Sören Aabye Kierkegaard (1813-1855) Literato y filósofo danés.,NATURALEZA,VIDA,,
"La verdad adelgaza y no quiebra, y siempre anda sobre la mentira como el aceite sobre el agua.",Miguel de Cervantes (1547-1616) Escritor español.,SOCIEDAD,TRABAJO,,
Una máquina puede hacer el trabajo de 50 hombres corrientes. Pero no existe ninguna máquina que pueda hacer el trabajo de un hombre extraordinario.,Elbert Hubbard (1856-1915) Ensayista estadounidense.,SENTIMIENTOS,AMISTAD,,
Hay alguien tan inteligente que aprende de la experiencia de los demás.,Voltaire (1694-1778) Filósofo y escritor francés.,SOCIEDAD,TRABAJO,,
Es un milagro que la curiosidad sobreviva a la educación reglada.,Albert Einstein (1879-1955) Científico alemán nacionalizado estadounidense.,MISCELÁNEA,TENTACIÓN,,
"La primera tarea de la educación es agitar la vida, pero dejarla libre para que se desarrolle.",Maria Montessori (1870-1952) Educadora y médica italiana.,SENTIMIENTOS,SUFRIMIENTO,,
"La vida consiste no en tener buenas cartas, sino en jugar bien las que uno tiene.",Josh Billings (1842-1914) Humorista estadounidense.,SENTIMIENTOS,SOLEDAD,,
"Mira si será malo el trabajo, que deben pagarte para que lo hagas.",Facundo Cabral (1937-2011) Cantautor argentino.,SENTIMIENTOS,ODIO,,
"El nombre de amigo es corriente, pero la fe en la amistad, rara.",Fedro (15 AC-50) Fabulista latino.,MISCELÁNEA,COMITÉ,,
"Siempre que te pregunten si puedes hacer un trabajo, contesta que sí y ponte enseguida a aprender como se hace.",Franklin D. Roosevelt (1882-1945) Político estadounidense.,SOCIEDAD,POLÍTICA,,
La mejor manera de librarse de la tentación es caer en ella.,Oscar Wilde (1854-1900) Dramaturgo y novelista irlandés.,PENSAMIENTO Y RAZÓN,SUEÑOS,,
"No hay razón para buscar el sufrimiento, pero si éste llega y trata de meterse en tu vida, no temas; míralo a la cara y con la frente bien levantada.",Friedrich Nietzsche (1844-1900) Filosofo alemán.,CUALIDADES,TALENTO,,
Nuestro gran tormento en la vida proviene de que estamos solos y todos nuestros actos y esfuerzos tienden a huir de esa soledad.,Guy de Maupassant (1850-1893) Escritor francés.,DEFECTOS,PEREZA,,
"Cuando odiamos a alguien, odiamos en su imagen algo que está dentro de nosotros.","Hermann Hesse (1877-1962) Escritor suizo, de origen alemán.",MISCELÁNEA,ÉXITO,,
Cuando quiero que un asunto no se resuelva lo encomiendo a un comité.,Napoleón I (1769-1821) Napoleón Bonaparte. Emperador francés.,NATURALEZA,SER HUMANO,,
"Para el que no tiene nada, la política es una tentación comprensible, porque es una manera de vivir con bastante facilidad.",Miguel Delibes (1920-2010) Escritor español.,MISCELÁNEA,DISCUSIÓN,,
Un hombre que no se alimenta de sus sueños envejece pronto.,William Shakespeare (1564-1616) Escritor británico.,SENTIMIENTOS,AMOR,,
"Así como el ignorante está muerto antes de morir, el hombre de talento vive aun después de muerto.",Publio Siro (Siglo I AC-?) Poeta dramático romano.,SENTIMIENTOS,FELICIDAD,FELIZ,
"Una persona perezosa es un reloj sin agujas, siendo inútil tanto si anda como si está parado.",William Cowper (1731-1800) Poeta británico.,PENSAMIENTO Y RAZÓN,VERDAD,,
Se alcanza el éxito convirtiendo cada paso en una meta y cada meta en un paso.,C.C. Cortéz,SOCIEDAD,POLÍTICA,,
"Ningún hombre es una isla, algo completo en sí mismo; todo hombre es un fragmento del continente, una parte de un conjunto.","John Donne (1572-1631) Poeta, prosista y clérigo inglés.",MISCELÁNEA,ESCLAVOS,,
Sucede a veces que se discute porque no se llega a comprender lo que pretende demostrar nuestro interlocutor.,Leon Tolstoi (1828-1910) Escritor ruso.,SOCIEDAD,DINERO,,
"Lo malo del amor es que muchos lo confunden con la gastritis y, cuando se han curado de la indisposición, se encuentran con que se han casado.",Groucho Marx (1890-1977) Actor estadounidense.,SOCIEDAD,LIBERTAD,,
He cometido el peor pecado que uno puede cometer. No he sido feliz.,Jorge Luis Borges (1899-1986) Escritor argentino.,SENTIMIENTOS,ALEGRÍA,,
"El lenguaje de la verdad debe ser, sin duda alguna, simple y sin artificios.",Séneca (2 AC-65) Filósofo latino.,NATURALEZA,SER HUMANO,HABLAR,HABLAR MAL
"Cuanto más siniestros son los deseos de un político, más pomposa, en general, se vuelve la nobleza de su lenguaje.","Aldous Huxley (1894-1963) Novelista, ensayista y poeta inglés.",CUALIDADES,PUNTUALIDAD,,
¿Quieres dejar de pertenecer al número de los esclavos? Rompe tus cadenas y desecha de ti todo temor y todo despecho.,Epicteto de Frigia (55-135) Filósofo grecolatino.,SOCIEDAD,,,
Lo que distingue al hombre de los otros animales son las preocupaciones financieras.,Jules Renard (1864-1910) Escritor y dramaturgo francés.,CUALIDADES,BELLEZA,,
Es más fácil apoderarse del comandante en jefe de un ejército que despojar a un miserable de su libertad.,Confucio (551 AC-478 AC) Filósofo chino.,SOCIEDAD,EDUCACIÓN,ENSEÑAR,
La alegría es la piedra filosofal que todo lo convierte en oro.,Benjamin Franklin (1706-1790) Estadista y científico estadounidense.,SENTIMIENTOS,AMISTAD,,
"Si los que hablan mal de mí supieran exactamente lo que yo pienso de ellos, hablarían peor.","Sacha Guitry (1885-1957) Director, actor y guionista francés.",CUALIDADES,BELLEZA,,
La informalidad en atender una cita es un claro acto de deshonestidad. Igual puedes robar el dinero de una persona si robas su tiempo.,Horace Mann (1796-1859) Educador estadounidense.,MISCELÁNEA,,,
Lo que más me inquieta es que en España todos se preguntan: ¿qué va a pasar? Casi nadie se pregunta: ¿qué vamos a hacer?,Julián Marías (1914-2005) Filósofo español.,MISCELÁNEA,CONVERSACIONES,,
"Aunque viajemos por todo el mundo para encontrar la belleza, debemos llevarla con nosotros para poder encontrarla.",Emerson (1803-1882) Poeta y pensador estadounidense.,MISCELÁNEA,FORTUNA,,
"No deja de ser humillante para una persona de ingenio, saber que no hay tonto que no le pueda enseñar algo.",Jean Baptiste Say (1767-1832) Economista francés.,SENTIMIENTOS,AMOR,BESOS,
La confidencia corrompe la amistad; el mucho contacto la consume; el respeto la conserva.,"Cicerón (106 AC-43 AC) Escritor, orador y político romano.",MISCELÁNEA,APARIENCIA,,
"Aunque le arranques los pétalos, no quitarás su belleza a la flor.",Rabindranath Tagore (1861-1941) Filósofo y escritor indio.,NATURALEZA,SER HUMANO,PERDONAR,
"Cuando apuntas con el dedo, recuerda que tres dedos te señalan a ti.",Proverbio inglés,SOCIEDAD,EDUCACIÓN,ENSEÑAR,
"Una buena conversación debe agotar el tema, no a los interlocutores.",Winston Churchill (1874-1965) Político británico.,PENSAMIENTO Y RAZÓN,VERDAD,,
"Esta que llaman por ahí Fortuna es una mujer borracha y antojadiza, y sobre todo, ciega, y así no ve lo que hace, ni sabe a quien derriba.",Miguel de Cervantes (1547-1616) Escritor español.,PENSAMIENTO Y RAZÓN,IMAGINACIÓN,,
"Señor, quisiera saber quien fue el loco que inventó el beso.",Jonathan Swift (1667-1745) Político y escritor irlandés.,MISCELÁNEA,ÉXITO,,
"Pocos ven lo que somos, pero todos ven lo que aparentamos.","Nicolás Maquiavelo (1469-1527) Historiador, político y teórico italiano.",MISCELÁNEA,MALES,,
Perdonando demasiado al que yerra se comete injusticia con el que no yerra.,Baldassare Castiglione (1478-1529) Diplomático y escritor italiano.,SENTIMIENTOS,AMISTAD,AMIGOS,
Los años enseñan muchas cosas que los días jamás llegan a conocer.,Emerson (1803-1882) Poeta y pensador estadounidense.,SENTIMIENTOS,AMISTAD,,
"La verdad es lo que es, y sigue siendo verdad aunque se piense al revés.",Antonio Machado (1875-1939) Poeta y prosista español.,MISCELÁNEA,PROBLEMAS,,
En las tinieblas la imaginación trabaja más activamente que en plena luz.,Immanuel Kant (1724-1804) Filosofo alemán.,MISCELÁNEA,DON,,
El éxito consiste en vencer el temor al fracaso.,Charles Augustin Sainte-Beuve (1804-1869) Escritor y crítico literario francés.,SENTIMIENTOS,ENVIDIA,,
Debemos buscar para nuestros males otra causa que no sea Dios.,Platón (427 AC-347 AC) Filósofo griego.,TIEMPO,,,
Sólo los tontos tienen muchas amistades. El mayor número de amigos marca el grado máximo en el dinamómetro de la estupidez.,Pío Baroja (1872-1956) Escritor español.,PENSAMIENTO Y RAZÓN,ILUSIONES,,
"Lo que hace indisoluble a las amistades y dobla su encanto, es un sentimiento que le falta al amor, la certeza.",Honoré de Balzac (1799-1850) Escritor francés.,MISCELÁNEA,PRÁCTICA,,
"Cuando el agua te llega al cuello, no te preocupes si no es potable.",Stanislaw Lec (1909-1966) Escritor polaco de origen judío.,SOCIEDAD,MATRIMONIO,BODA,
"Cuando Dios te da un don, también te da un látigo, y el látigo es únicamente para autoflagelarse.",Truman Capote (1924-1984) Escritor estadounidense.,SENTIMIENTOS,SOLEDAD,,
"La envidia es causada por ver a otro gozar de lo que deseamos; los celos, por ver a otro poseer lo que quisiéramos poseer nosotros.",Diógenes Laercio (S. III AC-?) Historiador griego.,PENSAMIENTO Y RAZÓN,PENSAMIENTO,PENSAR,
"Vosotros, los europeos, tenéis los relojes, pero nosotros tenemos el tiempo.",Proverbio africano,SENTIMIENTOS,ENVIDIA,,
"Una ilusión eterna, o por lo menos que renace a menudo en el alma humana, está muy cerca de ser una realidad.",André Maurois (1885-1967) Novelista y ensayista francés.,TIEMPO,JUVENTUD,,
"Los que se enamoran de la práctica sin la teoría son como los pilotos sin timón ni brújula, que nunca podrán saber a dónde van.","Leonardo Da Vinci (1452-1519) Pintor, escultor e inventor italiano.",SENTIMIENTOS,AMISTAD,AMIGOS,
"Antes que te cases, mira lo que haces.",Refrán,ARTE,LITERATURA,LIBROS,
Poned atención: un corazón solitario no es un corazón.,Antonio Machado (1875-1939) Poeta y prosista español.,MISCELÁNEA,SONRISA,,
"Piensa como piensan los sabios, mas habla como habla la gente sencilla.",Aristóteles (384 AC-322 AC) Filósofo griego.,TIEMPO,FUTURO,,
La envidia es una declaración de inferioridad.,Napoleón I (1769-1821) Napoleón Bonaparte. Emperador francés.,SOCIEDAD,POLÍTICA,,
"Si la juventud es un defecto, es un defecto del que nos curamos demasiado pronto.",James Russell Lowell (1819-1891) Poeta y escritor estadounidense.,MISCELÁNEA,ENGAÑO,,
Un buen amigo es aquel para el cual nuestra vida no tiene secretos y a pesar de todo nos aprecia.,León Daudí (1905-1985) Escritor español.,CUALIDADES,CONCIENCIA,,
"Algunos libros son probados, otros devorados, poquísimos masticados y digeridos.",Sir Francis Bacon (1561-1626) Filósofo y estadista británico.,SOCIEDAD,VIAJES,VIAJAR,
"Sonríe aunque sólo sea una sonrisa triste, porque más triste que la sonrisa triste, es la tristeza de no saber sonreír.",Anónimo,SOCIEDAD,LIBERTAD,,
Solamente aquel que construye el futuro tiene derecho a juzgar el pasado.,Friedrich Nietzsche (1844-1900) Filosofo alemán.,PENSAMIENTO Y RAZÓN,ALMA,,
La política es un acto de equilibrio entre la gente que quiere entrar y aquellos que no quieren salir.,Jacques Benigne Bossuet (1627-1704) Clérigo católico francés y escritor.,SENTIMIENTOS,AMISTAD,AMIGOS,
La mentira más común es aquella con la que un hombre se engaña a sí mismo. Engañar a los demás es un defecto relativamente vano.,Friedrich Nietzsche (1844-1900) Filosofo alemán.,MISCELÁNEA,PROBLEMAS,,
"Fácilmente estará contento y sosegado el que, de verdad, tiene la conciencia limpia.",Thomas De Kempis (1380-1471) Teólogo alemán.,SOCIEDAD,COSTUMBRE,,
El que no sale nunca de su tierra está lleno de prejuicios.,Carlo Goldoni (1707-1793) Dramaturgo italiano.,TIEMPO,FUTURO,,
El hombre ha nacido libre y por doquiera se encuentra sujeto con cadenas.,Jean Jacques Rousseau (1712-1778) Filósofo francés.,NATURALEZA,SER HUMANO,PALABRAS,
"¿De qué le sirve al hombre ganar el mundo si pierde su alma? Quien quiera conservar su alma, la perderá.","Blaise Pascal (1623-1662) Científico, filósofo y escritor francés.",SOCIEDAD,CIVILIZACIÓN,,
"Recorre a menudo la senda que lleva al huerto de tu amigo, no sea que la maleza te impida ver el camino.",Proverbio indio,SOCIEDAD,FAMILIA,HIJOS,
