Frase,Autor,Cat1,Cat2,Cat3,Cat4,,,
"Ser poeta no es una ambición mía, es mi manera de estar sólo.",Fernando Pessoa (1888-1935) Poeta portugués.,CUALIDADES,CREER EN SÍ MISMO,NULL,NULL,,,
"La ambición es un vicio, pero puede ser madre de la virtud.",Quintiliano (35-96) Escritor hispanolatino.,DEFECTOS,MALDAD,NULL,NULL,,,
El mundo está lleno de sufrimiento pero también de superación del mismo.,Helen Keller (1880-1968) Escritora y conferenciante estadounidense.,CUALIDADES,EXPERIENCIA,NULL,NULL,,,
"El que algo sea cierto no significa que sea convincente, ni en la vida ni en el arte.",Truman Capote (1924-1984) Escritor estadounidense.,NATURALEZA,SER HUMANO,PREVENIR,NULL,,,
"Si te parece que sabes mucho y entiendes mucho, ten por cierto que es mucho más lo que ignoras.",Thomas De Kempis (1380-1471) Teólogo alemán.,NATURALEZA,SER HUMANO,HABLAR,HABLAR MAL,,,
Ninguna religión vale una sola gota de sangre.,Marqués de Sade (1740-1814) Escritor francés.,ARTE,OBRAS DE ARTE,NULL,NULL,,,
Una Constitución no puede por sí misma hacer feliz a un pueblo. Una mala sí puede hacerlo infeliz.,Guy Carcassonne (1951-?) Jurista francés,ARTE,NULL,NULL,NULL,,,
"Volver la vista atrás es una cosa y marchar atrás, otra.",Charles Caleb Colton (1780-1832) Poeta inglés.,SENTIMIENTOS,NULL,NULL,NULL,,,
Presta solamente aquello cuya pérdida puedas soportar.,George Herbert (1593-1633) Poeta religioso inglés.,ARTE,CINE,NULL,NULL,,,
Cuando la edad de las pasiones ha pasado ¿qué otra cosa podemos desear si no es evadirnos de la vida con la menor cantidad posible de dolor?,Benjamin Constant (1767-1830) Escritor y político francés.,ARTE,CINE,PELÍCULAS,NULL,,,
La libertad no es otra cosa que aquello que la sociedad tiene el derecho de hacer y el estado no tiene el derecho de impedir.,Benjamin Constant (1767-1830) Escritor y político francés.,ARTE,LITERATURA,NULL,NULL,,,
"Lo arbitrario no sólo es funesto cuando se utiliza para el crimen. Empleado contra el crimen, también es peligroso.",Benjamin Constant (1767-1830) Escritor y político francés.,MISCELÁNEA,EXCESOS,NULL,NULL,,,
"Somos criaturas tan tornadizas, que acabamos por experimentar los sentimientos que fingimos.",Benjamin Constant (1767-1830) Escritor y político francés.,CUALIDADES,BREVEDAD,NULL,NULL,,,
El valor de un sentimiento se mide por la cantidad de sacrificio que estás preparado a hacer por él.,John Galsworthy (1867-1933) Escritor inglés.,MISCELÁNEA,CAMBIO,NULL,NULL,,,
"Si no pensáis en el futuro, nunca lo tendréis.",John Galsworthy (1867-1933) Escritor inglés.,SOCIEDAD,GUERRA,NULL,NULL,,,
Sólo hay una regla para todos los políticos del mundo: no digas en el poder lo que decías en la oposición.,John Galsworthy (1867-1933) Escritor inglés.,SOCIEDAD,LIBERTAD,NULL,NULL,,,
"La justicia es una máquina que se mueve por sí misma, en cuanto que se la acciona una vez.",John Galsworthy (1867-1933) Escritor inglés.,ARTE,LITERATURA,LECTURA,NULL,,,
"¡Cuán bueno hace al hombre la dicha! Parece que uno quisiera dar su corazón, su alegría. ¡Y la alegría es contagiosa!",Fiodor Dostoievski (1821-1881) Novelista ruso.,TIEMPO,ETERNIDAD,NULL,NULL,,,
Nada destruye más el respeto por el Gobierno y por la ley de un país que la aprobación de leyes que no pueden ponerse en ejecución.,Albert Einstein (1879-1955) Científico alemán nacionalizado estadounidense.,NATURALEZA,SER HUMANO,HABLAR,NULL,,,
Tener razón demasiado pronto es lo mismo que equivocarse.,Marguerite Yourcenar (1903-1987) Escritora francesa.,CUALIDADES,HONOR,NULL,NULL,,,
"Nadie puede aterrorizar a toda una nación, a menos que todos nosotros seamos sus cómplices.",Edward R. Murrow (1908-1965) Comentarista y reportero estadounidense.,SENTIMIENTOS,TRISTEZA,NULL,NULL,,,
El único autógrafo digno de un hombre es el que deja escrito con sus obras.,José Martí (1853-1895) Político y escritor cubano.,MISCELÁNEA,SECRETO,NULL,NULL,,,
"El placer es felicidad de los locos, la felicidad es placer de los sabios.",Jules d'Aurevilly (1808-1889) Novelista y crítico francés.,MISCELÁNEA,SECRETO,NULL,NULL,,,
Siempre habrá soledad para aquellos que son dignos.,Jules d'Aurevilly (1808-1889) Novelista y crítico francés.,SOCIEDAD,GUERRA,NULL,NULL,,,
La marca característica de nuestra época es su repulsión hacia las pautas impuestas.,Herbert Marshall McLuhan (1911-1980) Comunicólogo canadiense.,MISCELÁNEA,HOGAR,NULL,NULL,,,
No está en mi naturaleza ocultar nada. No puedo cerrar mis labios cuando he abierto mi corazón.,Charles Dickens (1812-1870) Escritor y novelista inglés.,SOCIEDAD,TIRANÍAS,NULL,NULL,,,
"Reflexiona sobre tus bendiciones presentes, de las que todo hombre posee muchas; no sobre tus pasadas penas, de las que todos tienen algunas.",Charles Dickens (1812-1870) Escritor y novelista inglés.,CUALIDADES,EXCELENCIA,NULL,NULL,,,
"Toda persona debe decidir una vez en su vida si se lanza a triunfar, arriesgándolo todo, o si se sienta a ver el paso de los triunfadores.",Thomas Alva Edison (1847-1931) Físico e inventor estadounidense.,SOCIEDAD,LEYES,JUSTICIA,NULL,,,
"No ames lo que eres, sino lo que puedes llegar a ser.",Miguel de Cervantes (1547-1616) Escritor español.,SOCIEDAD,LÍDERES,NULL,NULL,,,
Somos lo que hacemos día a día. De modo que la excelencia no es un acto sino un hábito.,Aristóteles (384 AC-322 AC) Filósofo griego.,MISCELÁNEA,ACCIÓN,NULL,NULL,,,
¿De quién dependen las reputaciones? Casi siempre de los que no tienen ninguna.,"Príncipe Carlos José de Ligne (1735-1814) Escritor, mariscal y diplomático belga.",NATURALEZA,VIDA,NULL,NULL,,,
"Los grandes hombres y mujeres tienen confianza en el destino, conocen parte de su porvenir, porque son parte de él.",Maurice Maeterlinck (1862-1949) Escritor belga.,CUALIDADES,EXPERIENCIA,NULL,NULL,,,
La gratitud es como aquel licor de Oriente que sólo se conserva en jarros de oro: perfuma las almas grandes y se agria en las pequeñas.,Jules Sandeau (1811-1883) Novelista francés.,MISCELÁNEA,SER,NULL,NULL,,,
El matrimonio es una cena que comienza con el postre.,Jules Sandeau (1811-1883) Novelista francés.,SOCIEDAD,NULL,NULL,NULL,,,
"No hay pecado tan grande, ni vicio tan apoderado que con el arrepentimiento no se borre o quite del todo.",Miguel de Cervantes (1547-1616) Escritor español.,SENTIMIENTOS,AMOR,NULL,NULL,,,
No hay cosa más fría que un consejo cuya aplicación sea imposible.,Confucio (551 AC-478 AC) Filósofo chino.,CUALIDADES,ECONOMÍA,NULL,NULL,,,
"Amar sin ser amado, es como encender un cigarrillo con una cerilla ya apagada.",George Sand (1804-1876) Escritora francesa.,PENSAMIENTO Y RAZÓN,LOCURA,NULL,NULL,,,
Amo; por lo tanto creo.,George Sand (1804-1876) Escritora francesa.,MISCELÁNEA,REVOLUCIONES,NULL,NULL,,,
"La caridad comienza en mi casa, y la justicia en la puerta siguiente.",Charles Dickens (1812-1870) Escritor y novelista inglés.,NATURALEZA,SER HUMANO,DIÁLOGO,NULL,,,
No existe ningún hombre que si puede ganar el máximo se conforme con el mínimo.,Friedrich Schiller (1759-1805) Poeta y dramaturgo alemán,SOCIEDAD,POLÍTICA,DEMOCRACIA,NULL,,,
Los poetas tienen cien veces mejor sentido que los filósofos. Buscando la belleza encuentran más verdad que ellos.,Joseph Joubert (1754-1824) Ensayista y moralista francés.,TIEMPO,FUTURO,NULL,NULL,,,
"El honor es la conciencia externa, y la conciencia, el honor interno.",Arthur Schopenhauer (1788-1860) Filósofo alemán.,SENTIMIENTOS,AMOR,AMAR,NULL,,,
El mundo recompensa antes las apariencias de mérito que al mérito mismo.,François de La Rochefoucauld (1613-1680) Escritor francés.,SOCIEDAD,LEYES,JUSTICIA,NULL,,,
Difícil es templar en el poder a los que por ambición simularon ser honrados.,Salustio (83 AC-35 AC) Caius Sallustius Crispus. Historiador latino.,DEFECTOS,COBARDÍA,NULL,NULL,,,
"El exceso de severidad produce odio, como el exceso de indulgencia debilita la autoridad.",Muslih-Ud-Din Saadi (1184-1291) Poeta persa.,MISCELÁNEA,NULL,NULL,NULL,,,
"Si discutes mucho para probar tu sabiduría, pronto probarás tu ignorancia.",Muslih-Ud-Din Saadi (1184-1291) Poeta persa.,SOCIEDAD,GUERRA,NULL,NULL,,,
"A todos pertenece lo que piensas; tuyo es sólo lo que sientes: si quieres hacerlo tuyo, siente a ese Dios en el que piensas.",Friedrich Schiller (1759-1805) Poeta y dramaturgo alemán,TIEMPO,NULL,NULL,NULL,,,
Un momento de éxito compensa el fracaso de años.,Robert Browning (1812-1889) Poeta inglés.,NATURALEZA,MUERTE,NULL,NULL,,,
Todas las cosas buenas son nuestras; ya el alma no necesita del cuerpo más que lo que el propio cuerpo necesita del alma.,Robert Browning (1812-1889) Poeta inglés.,CUALIDADES,OPTIMISMO,NULL,NULL,,,
La fama trae la soledad. El éxito es tan frío como el hielo y tan poco hospitalario como el Polo Norte.,Vicki Baum (1888-1960) Novelista estadounidense.,SENTIMIENTOS,FELICIDAD,NULL,NULL,,,
No siempre lo posterior a un momento determinado significa progreso.,Alessandro Manzoni (1785-1873) Poeta y escritor italiano.,SENTIMIENTOS,FELICIDAD,NULL,NULL,,,
"A menos que creáis en vosotros mismos, nadie lo hará; éste es el consejo que conduce al éxito.",John D. Rockefeller (1839-1937) Empresario e industrial estadounidense.,MISCELÁNEA,DESGRACIA,NULL,NULL,,,
"A quien las buenas obras no aprovechan y las tiernas palabras no mueven, las malas le domen con duro y riguroso castigo.",Mateo Alemán (1547-1613) Novelista español.,PENSAMIENTO Y RAZÓN,ALMA,NULL,NULL,,,
"La experiencia es el primero de los filósofos, pero el más doloroso cuando hemos llegado a conocer bien su ciencia.",Lord Byron (1788-1824) Poeta británico.,SENTIMIENTOS,AMISTAD,NULL,NULL,,,
"Cuando se está en medio de las adversidades, ya es tarde para ser cauto.",Séneca (2 AC-65) Filósofo latino.,SOCIEDAD,COSTUMBRES,NULL,NULL,,,
"No habléis mal de nadie, ni siquiera de vuestros enemigos.",Pitaco de Mitilene (650 AC-?) Gobernante griego.,SENTIMIENTOS,ESPERANZA,NULL,NULL,,,
"Pienso que una obra de arte debería dejar perplejo al espectador, hacerle meditar sobre el sentido de la vida.",Antoni Tapies (1923-2012) Pintor español.,DEFECTOS,MALDAD,NULL,NULL,,,
La escultura y la pintura tienen el efecto de enseñarnos modales y suprimir la prisa.,Emerson (1803-1882) Poeta y pensador estadounidense.,SENTIMIENTOS,AMOR,AMAR,NULL,,,
"Nadie siente el dolor de otro, nadie entiende la alegría de otro.",Franz Schubert (1797-1828) Compositor austríaco.,CUALIDADES,INDEPENDENCIA,NULL,NULL,,,
"Si puede ser escrito o pensado, puede ser filmado.",Stanley Kubrick (1928-1999) Director de cine estadounidense.,SOCIEDAD,DINERO,NULL,NULL,,,
El secreto de las películas es que son una ilusión.,George Lucas Director de cine estadounidense.,NATURALEZA,MUERTE,NULL,NULL,,,
El mundo habrá acabado de joderse el día en que los hombres viajen en primera clase y la literatura en el vagón de carga.,Gabriel García Márquez (1927-2014) Escritor colombiano.,SOCIEDAD,TRADICIÓN,NULL,NULL,,,
La mucha luz es como la mucha sombra: no deja ver.,Octavio Paz (1914-1998) Poeta y ensayista mexicano.,ARTE,LITERATURA,ESCRITOR,NULL,,,
Una síntesis vale por diez análisis.,Eugeni d'Ors (1882-1954) Escritor y periodista español.,ARTE,LITERATURA,ESCRITOR,NULL,,,
"Cuando las circunstancias cambian, yo cambio de opinión. ¿Usted que hace?",John Maynard Keynes (1883-1946) Economista inglés.,ARTE,LITERATURA,NULL,NULL,,,
"Si ha de haber conflictos que sea mientras yo viva, que mi hijo pueda vivir en paz.",Thomas Paine (1737-1809) Político y publicista estadounidense.,ARTE,LITERATURA,NULL,NULL,,,
"Sólo el que sabe es libre y más libre el que más sabe. No proclaméis la libertad de volar, sino dad alas.",Miguel de Unamuno (1864-1936) Filósofo y escritor español.,PENSAMIENTO Y RAZÓN,IMAGINACIÓN,NULL,NULL,,,
Aprender a leer es lo más importante que me ha pasado en la vida.,Mario Vargas Llosa (1936-?) Escritor peruano,CUALIDADES,PERFECCIÓN,NULL,NULL,,,
"No hay nada permanente en este malvado mundo, ni siquiera nuestros problemas.",Charles Chaplin (1889-1977) Actor y director británico.,PENSAMIENTO Y RAZÓN,RECUERDOS,NULL,NULL,,,
"Permítanos hablar, aunque mostremos todos nuestros defectos y debilidades: porque ser consciente de ello y no esconderlo es una señal de fortaleza.",Herman Melville (1819-1891) Escritor estadounidense.,SENTIMIENTOS,CELOS,NULL,NULL,,,
"El honor es una isla escarpada y sin riberas: El que ha caido de ella, no puede volver a subir.",Nicolas Boileau (1636-1711) Poeta y crítico literario francés.,MISCELÁNEA,REVOLUCIONES,NULL,NULL,,,
La tristeza del alma puede matarte mucho más rápido que una bacteria.,John Steinbeck (1902-1968) Escritor estadounidense.,CUALIDADES,BELLEZA,NULL,NULL,,,
No hay secreto mejor guardado que aquel que todos conocen.,George Bernard Shaw (1856-1950) Escritor irlandés.,DEFECTOS,AVARICIA,NULL,NULL,,,
Cuanto consuelo encontraríamos si contáramos nuestros secretos.,John Churton Collins (1848-1908) Crítico literario inglés.,TIEMPO,PASADO,NULL,NULL,,,
"Jamás penséis que una guerra, por necesaria o justificada que parezca, deja de ser un crimen.",Ernest Hemingway (1899-1961) Escritor estadounidense.,MISCELÁNEA,REVOLUCIONES,NULL,NULL,,,
"Nuestro amor es el hogar, y el hogar pueden abandonarlo nuestros pies pero nunca nuestros corazones.",Oliver Wendell Holmes (1809-1894) Poeta y médico estadounidense.,SENTIMIENTOS,AFECTO,NULL,NULL,,,
Todos los hombres serían tiranos si pudieran.,Daniel Defoe (1660-1731) Novelista y periodista inglés.,SENTIMIENTOS,VERGÜENZA,NULL,NULL,,,
"Hagas lo que hagas, hazlo bien.",Abraham Lincoln (1808-1865) Político estadounidense.,CUALIDADES,HUMILDAD,NULL,NULL,,,
La probabilidad de perder en la lucha no debe disuadirnos de apoyar una causa que creemos que es justa.,Abraham Lincoln (1808-1865) Político estadounidense.,MISCELÁNEA,ADVERSIDAD,NULL,NULL,,,
"La masa busca al líder, no porque lo estime sino por interés; y el líder acepta a la masa por vanidad o por necesidad.",Napoleón I (1769-1821) Napoleón Bonaparte. Emperador francés.,NATURALEZA,SER HUMANO,CREER,NULL,,,
"Es de sentido común elegir un método y probarlo. Si falla, admitirlo francamente y probar con otro. Pero, sobre todo, intentar algo.",Franklin D. Roosevelt (1882-1945) Político estadounidense.,MISCELÁNEA,IMPOSIBLES,NULL,NULL,,,
La vida es un juego; participa en él. La vida es demasiado preciosa; no la destruyas.,Madre Teresa de Calcuta (1910-1997) Misionera de origen albanés naturalizada india,PENSAMIENTO Y RAZÓN,SUEÑOS,NULL,NULL,,,
"Si soy lo que tengo y lo que tengo lo pierdo, entonces ¿Quién soy?.",Erich Fromm (1900-1980) Psicologo social de estadounidense.,NATURALEZA,SER HUMANO,LENGUAJE,LENGUAS,,,
"¿Por qué a los seres humanos contemporáneos les fascina comprar y consumir, y sin embargo sienten muy poco apego por lo que compran?",Erich Fromm (1900-1980) Psicologo social de estadounidense.,MISCELÁNEA,REVOLUCIONES,NULL,NULL,,,
"En el amor se da la paradoja de dos seres que se convierten en uno y, no obstante, siguen siendo dos.",Erich Fromm (1900-1980) Psicologo social de estadounidense.,MISCELÁNEA,REVOLUCIONES,NULL,NULL,,,
"La economía como esencia de la vida es una enfermedad mortal, porque un crecimiento infinito no armoniza con un mundo finito.",Erich Fromm (1900-1980) Psicologo social de estadounidense.,SOCIEDAD,LIBERTAD,NULL,NULL,,,
"Vamos a plantearnos que estamos todos locos, eso explicaría como somos y resolvería muchos misterios.",Mark Twain (1835-1910) Escritor y periodista estadounidense.,SENTIMIENTOS,AMOR,NULL,NULL,,,
"Si no existe la organización, las ideas, después del primer momento de impulso, van perdiendo eficacia.",Ernesto 'Che' Guevara (1928-1967) Revolucionario argentino.,SENTIMIENTOS,AMOR,NULL,NULL,,,
"No somos elegidos por Dios, sino por el electorado, por lo tanto, buscamos el diálogo con todos aquellos que ponen esfuerzo en esta democracia.",Willy Brandt (1913-1992) Político alemán.,SENTIMIENTOS,ALEGRÍA,NULL,NULL,,,
"Necesitamos, en el sentido de la propia responsabilidad y de la responsabilidad común, más democracia, no menos.",Willy Brandt (1913-1992) Político alemán.,CUALIDADES,GRANDEZA,NULL,NULL,,,
El futuro no va a ser dominado por aquellos que están atrapados en el pasado.,Willy Brandt (1913-1992) Político alemán.,MISCELÁNEA,SECRETO,NULL,NULL,,,
No amar por temor a sufrir es como no vivir por temor a morir.,"Ernesto Mallo (1948-?) Escritor, dramaturgo y periodista argentino.",CUALIDADES,ESFUERZO,NULL,NULL,,,
"Leyes hay, lo que falta es justicia.","Ernesto Mallo (1948-?) Escritor, dramaturgo y periodista argentino.",CUALIDADES,INDEPENDENCIA,NULL,NULL,,,
Se le hace patente que sólo hay dos clases de cobardes: los que huyen para atrás y los que huyen para adelante.,"Ernesto Mallo (1948-?) Escritor, dramaturgo y periodista argentino.",MISCELÁNEA,ACCIÓN,NULL,NULL,,,
Todo lo que no es útero es intemperie.,Jorge Boccanera (1952-?) Poeta y periodista argentino.,CUALIDADES,GRANDEZA,NULL,NULL,,,
"Déjeme decirle, a riesgo de parecer ridículo, que el verdadero guerrillero está guiado por profundos sentimientos de amor.","Ernesto Mallo (1948-?) Escritor, dramaturgo y periodista argentino.",TIEMPO,INFANCIA,NULL,NULL,,,
Pero nunca más es mucho tiempo. Así he podido comprobarlo en esta larga vida.,Isabel Allende (1942-?) Escritora chilena.,MISCELÁNEA,COMPAÑÍA,NULL,NULL,,,
"La muerte no existe, la gente sólo muere cuando la olvidan; si puedes recordarme, siempre estaré contigo.",Isabel Allende (1942-?) Escritora chilena.,SENTIMIENTOS,AMISTAD,NULL,NULL,,,
"Memoria selectiva para recordar lo bueno, prudencia lógica para no arruinar el presente, y optimismo desafiante para encarar el futuro.",Isabel Allende (1942-?) Escritora chilena.,DEFECTOS,VANIDAD,NULL,NULL,,,
La felicidad que se vive deriva del amor que se da.,Isabel Allende (1942-?) Escritora chilena.,MISCELÁNEA,MISTERIO,NULL,NULL,,,
"Aquí no pasa nada,",salvo el tiempo.,SENTIMIENTOS,AMISTAD,AMIGOS,NULL,,,
"y sonrío y me callo porque, en último extremo,",uno tiene conciencia,MISCELÁNEA,JUZGAR,NULL,NULL,,,
